,name,text,url,follower_num
385,Miguel Angel Garcia,"En un ambiente de tensión se celebró la Navidad en Belén, la tierra donde nació Jesús. Por la decisión de Trump sob… https://t.co/4UEHNg2UCP",https://pbs.twimg.com/profile_images/854920481257906177/vJQsH07E_normal.jpg,8907
996,Brian 🇺🇸,"RT @Education4Libs: President Trump has mental toughness unlike anything I've ever seen.

He's always been a counter striker &amp; I respect th…",https://pbs.twimg.com/profile_images/732870119584464896/t-Ss0yKp_normal.jpg,8885
1113,#CNNSUCKS,RT @LouDobbs: STANDING OVATION and CHEERS for President Trump and First Lady Melania at Christmas Eve Church Service (VIDEO) https://t.co/8…,https://pbs.twimg.com/profile_images/827315941579059201/dXL5nvU3_normal.jpg,8677
1022,🌊Graham Chivers🌨️🌟❄️☃️❄️🌟🌨️,".@MichaelEMann Your 1st year under new #AntiScience conservatism looked rough. 

@Canada's next potential #Trump is… https://t.co/e44h4crSuy",https://pbs.twimg.com/profile_images/656313453263638528/gyeXMOOe_normal.jpg,8654
991,budb66,"@benjaminwittes @FBIAgentsAssoc Comey,Mueller,and others should have thought if that when they sold their offices o… https://t.co/BaAyFQfKVZ",https://pbs.twimg.com/profile_images/886427317878358017/aGrq_AHS_normal.jpg,8469
552,PatriaEsHermandad,"RT @garciabanchs: Para los que dicen que EEUU no intervendrá militarmente Venezuela porque Rusia está metido en el país, vean el caso de Uc…",https://pbs.twimg.com/profile_images/538714643502743552/q8eXiirs_normal.jpeg,8248
165,Hazard.,He's right - the polls inside the WH are incredibly positive. The people who are responsible for solving the opioid… https://t.co/WuNE6rJNkx,https://pbs.twimg.com/profile_images/945201881042903040/J7wrawdT_normal.jpg,8210
599,Judith Keairns,RT @MMFlint: Give the country a Christmas gift today and please sign this petition... https://t.co/yoRtbjWe71,https://pbs.twimg.com/profile_images/3545570937/742bdafafd0bcfbd2cfa78250e335465_normal.jpeg,8002
37,Harold Henshall,"RT @Education4Libs: I don't care what the media says, President Trump has brought class and respect back to the White House. 

We really mi…",https://pbs.twimg.com/profile_images/862046105101418496/0i-vSYPF_normal.jpg,7697
31,Evat1010,"RT @ScottPresler: In 2018, democrats have to defend 10 senate seats in states that President Trump won.

Republicans are going to vote in o…",https://pbs.twimg.com/profile_images/753356998440316928/-TdhtYjA_normal.jpg,7401
466,HotChildintheCity,RT @krassenstein: Fox News now is claiming that the Mueller Investigation is the result of Democrats trying to divert attention from Uraniu…,https://pbs.twimg.com/profile_images/819655213493682177/MS4cSedM_normal.jpg,7213
863,juan j gomez,RT @Guajiritasoy: #Cuba No descansa ni en Nochebuena: Trump publica otro tuit polémico https://t.co/UJtg3Ueu3P Con este NOOO hay ni #FelizN…,https://pbs.twimg.com/profile_images/907046008512815105/BqP6L2sd_normal.jpg,7173
299,Karen V. Wasylowski,"RT @ProudResister: Nazis &amp; KKK are NOT “very fine people.”

NFL Players are NOT “sons of bitches.”

Mexicans are NOT “rapists &amp; drug dealer…",https://pbs.twimg.com/profile_images/937505320879788032/bBWiftAO_normal.jpg,6957
556,Patty Butts  #MAGA,RT @deenie7940: Trump takes note of who's naughty and nice at Christmas - NewsTimes https://t.co/a5XddfhIco,https://pbs.twimg.com/profile_images/741044749453295616/uv9D1Un2_normal.jpg,6877
144,Lojak👌A Deplorable,RT @Thomas1774Paine: BREAKING***- PAYBACK: Nikki Haley and Trump Give United Nations a Giant Lump of Coal on Christmas Eve; USA Cuts Funds…,https://pbs.twimg.com/profile_images/941476832192401409/U6nPQXRS_normal.jpg,6809
414,Stella_Basham 💙,"Trump in Palm Beach: President, first lady worship at Christmas Eve service  https://t.co/9f9GxZqoyW",https://pbs.twimg.com/profile_images/937328812190203904/7KGnlYlt_normal.jpg,6781
27,Social In Oakland,"Trump Tweets About Christmas, Tax Overhaul, FBI's Andrew McCabe https://t.co/c0yNbEqp9w",https://pbs.twimg.com/profile_images/2677340860/73a01301459db80b9e376a03827def3f_normal.jpeg,6647
591,Baby Algebra Toys,"RT @thehill: Scarborough: Nikki Haley acted like a ""mob boss"" at UN vote on Trump Jerusalem decision https://t.co/w017ZWwoOt https://t.co/d…",https://pbs.twimg.com/profile_images/750014765720694784/pDAtm2dR_normal.jpg,6601
1056,Deb Singer,RT @joelpollak: I would take such complaints seriously if the left and media had raised them about Obama’s golf or his expensive vacations.…,https://pbs.twimg.com/profile_images/753551841665818624/JyPG73ly_normal.jpg,6529
603,BRANDON R. FRANKEL,@realDonaldTrump You are literally such a toolbox. Everything is about you. Instead of a wall...can we build a brid… https://t.co/ZxiusVDiBU,https://pbs.twimg.com/profile_images/941950411769917441/QhAjihTg_normal.jpg,6429
242,Lucy Dart,"RT @mitchellvii: One thing #Media is doing to hide the bias in their #FakePolls is rather than ONLY wildly oversampling Democrats, they are…",https://pbs.twimg.com/profile_images/937400269108908033/Ry4xu8Ye_normal.jpg,6332
1039,ReSisterH🎅🎅d,RT @_enlightnd_: He'll forget to tweet and donate all his money to @ClintonFdn. https://t.co/gB6fyFjOM6,https://pbs.twimg.com/profile_images/944557198901895168/9n8m-n0g_normal.jpg,6301
744,🇺🇸TX PoliticalNerd,"This tweet is a good example of just how stupid Trump and his followers are. There has never been a ""war on Christm… https://t.co/KPNevQ4VgR",https://pbs.twimg.com/profile_images/835860244597190657/ZyH7TfaC_normal.jpg,6110
880,@acarlo2706,RT @perfectsliders: Msm polls say 36% of Americans will vote Trump in 2020,https://pbs.twimg.com/profile_images/721296166286204928/tJ07BPIc_normal.jpg,6021
104,Deborah Trumpster,"RT @MMoorberg: Our Commander-In-Chief Remembering Our Troops:
Trump sends Christmas greetings to US troops abroad https://t.co/coPSVhJs7Z",https://pbs.twimg.com/profile_images/754145529198555136/Ps9bLKmF_normal.jpg,5995
829,Karol,"RT @Peaceful_411: Here's the article. 21/

https://t.co/XTlVqLcRMz",https://pbs.twimg.com/profile_images/906957027745849345/eHQlLyby_normal.jpg,5934
154,Karol,"RT @Peaceful_411: For those of you that need a history refresher on BMSK ⬇:

https://t.co/P0zAdmoZOt",https://pbs.twimg.com/profile_images/906957027745849345/eHQlLyby_normal.jpg,5934
484,DeeDee👠,"@netanyahu ""The Trump Effect"" 😉 Merry Christmas🎄 God Bless🙏",https://pbs.twimg.com/profile_images/823824295532974085/aIelbKQv_normal.jpg,5885
705,CS Reno 💋🍸🇺🇸🎅🎄🕇,RT @JudicialWatch: Judicial Watch filed a FOIA lawsuit w/ DOJ about whether the FBI made any payments to the #ChristopherSteele - the autho…,https://pbs.twimg.com/profile_images/865920111181348864/yWYQBYQf_normal.jpg,5827
475,Bullish Bearish,Trump Administration Eases Nursing Home Fines in Victory for Industry https://t.co/Qvo2bjl4kY via @bllshbrsh,https://pbs.twimg.com/profile_images/825303907752673284/OSI50AgE_normal.jpg,5783
187,Jesse Wilson,"RT @johncardillo: Merry Christmas! 

It’s made even more merry knowing that Obama has to watch Trump undo the last of his disastrous agenda…",https://pbs.twimg.com/profile_images/871094737180041216/FTNP-lI6_normal.jpg,5720
682,Bruce Outintheboonie,RT @petefrt: Strzok BUSTED: The FBI agent tasked with investigating Hillary's abuse of her personal email server and then tasked with findi…,https://pbs.twimg.com/profile_images/3574318156/01b9af499d53047b456389245e58f617_normal.jpeg,5719
561,USA FOR TRUMP 🇺🇸,RT @USATrump45: RETWEET if you agree Christmas feels a little more special this year because President Trump is in office Making America Gr…,https://pbs.twimg.com/profile_images/894204501321764865/J7b2H3yJ_normal.jpg,5548
562,#TrumpPatriotsRising,RT @MarkYoungTruth: Senator Orrin Hatch Gives an Emotional Speech at White House Praising President Trump https://t.co/ndmlFaZJN7 via @BFT_…,https://pbs.twimg.com/profile_images/927020522474430464/4xjhgdj4_normal.jpg,5389
990,Lalmani Tiwari,"Trump Retweets Image Depicting 'CNN' Squashed Beneath His Shoe 
https://t.co/tEMf3oMnIC #TrumpWinning https://t.co/3RBzqpBFHJ",https://pbs.twimg.com/profile_images/2538769000/14keu3af6y263bipnhta_normal.jpeg,5327
790,ABDURRAHMAN ŞENGÜL,"RT @dr_uveys: Geçenlerde trump ın bi konuşma sırasında çıkan ""paatt"" sesine, korumasına nasıl sarıldığını görmüştüm.
Dünki bi videoda da,
Ş…",https://pbs.twimg.com/profile_images/660948965806972932/YJP_08My_normal.jpg,5299
280,alanw157,"RT @AngelaLMorabito: His name is @SenatorTimScott, not ""black GOP senator."" https://t.co/UpQw5obeAm",https://pbs.twimg.com/profile_images/813754623756378112/FIIn3q_Q_normal.jpg,5288
707,FloridaGirl Covfefe,RT @Thomas1774Paine: Trump Just Used His Presidential Power to Declare a ‘National Emergency’ Right Before Christmas https://t.co/FB4HDSf5Aq,https://pbs.twimg.com/profile_images/942557295111700481/varDDKrK_normal.jpg,5154
814,Leticia Lopez,RT @Defend_Reality: @fabucat @WTHella @RenegadeINFP @quantumanimist @Shaun_Girk @DeepInTheHills @letat_lechat @AsperGirl @fooblued @BettieR…,https://pbs.twimg.com/profile_images/758896534456897537/PFDF4QCW_normal.jpg,5096
245,Dennis Duclos,"RT @ScottPresler: Since Judge Alex Kozinski is resigning from the 9th Circuit Court of Appeals, President Trump has the authority to nomina…",https://pbs.twimg.com/profile_images/796693784184627200/rkL_Wr2r_normal.jpg,5087
1013,Barbi520,"RT @Ange_Amene: Sanders supports measures enforced by Trump and continues to show his willingness to support people who support the GOP.

B…",https://pbs.twimg.com/profile_images/825872295579185153/rXRd51XW_normal.jpg,5059
471,Marvin,"RT @Golfinggary522: SETUP! Amazing thread below shows exactly how, why and by whom @GenFlynn was set up. He was a victim of the unlawful ef…",https://pbs.twimg.com/profile_images/378800000512821612/4545c1fcb97f02fad2d35e365bbb5412_normal.jpeg,5044
1110,Kristine montello,"RT @AngelaLMorabito: His name is @SenatorTimScott, not ""black GOP senator."" https://t.co/UpQw5obeAm",https://pbs.twimg.com/profile_images/945095944114262017/paazXOZT_normal.jpg,5043
1043,Covfefe Kimmie,RT @IngrahamAngle: Hey @nbc — give the bias a rest. It’s Christmas. https://t.co/VLZQw7gwiW,https://pbs.twimg.com/profile_images/811763809312534528/8lqR7XeW_normal.jpg,5040
70,Donna,RT @polishprincessh: President Donald J. Trump and First Lady Melania Trump spoke to children on the phone as they tracked Santa Claus' mov…,https://pbs.twimg.com/profile_images/827176804779569152/vu00UQb0_normal.jpg,5026
218,Shelly Splainin’ 🙋🏻‍♀️,"Trump:  Hello Putin

Melania: Hello any man but my husband https://t.co/tPI3ZnG6s4",https://pbs.twimg.com/profile_images/930106919427112960/6w_QvDz6_normal.jpg,4858
492,Musa Çiftçi,"RT @Akparti: “Sayın Trump, siz Türkiye’nin demokrasi iradesini dolarlarınızla satın alamazsınız, bizim kararımız bellidir.” https://t.co/Ap…",https://pbs.twimg.com/profile_images/889454160277630977/OfhC1AJl_normal.jpg,4812
590,Musa Çiftçi,"RT @cvdcftci: ABD’nin kirli tehditleri boşa çıktı.
BM Genel Kurulu'ndan Trump’ın Kudüs kararını eleştiren karar tasarısı 9’a karşı 128 oyla…",https://pbs.twimg.com/profile_images/889454160277630977/OfhC1AJl_normal.jpg,4812
886,Buzzy Digital,President Trump Spent Nearly One-Third of First Year in Office at Trump-Owned Properties https://t.co/3wiYuZL402,https://pbs.twimg.com/profile_images/827303868006539265/cPFsuaXd_normal.jpg,4704
234,ηυяυм ღ ят ღ,"RT @dr_uveys: Geçenlerde trump ın bi konuşma sırasında çıkan ""paatt"" sesine, korumasına nasıl sarıldığını görmüştüm.
Dünki bi videoda da,
Ş…",https://pbs.twimg.com/profile_images/913052148790898690/XxbC7VEq_normal.jpg,4697
517,Deplorable Hope,Happy holidays Hugh Hewitt! https://t.co/wS3n0NN2If,https://pbs.twimg.com/profile_images/776247057216483329/L8DA_6ID_normal.jpg,4591
928,Deplorable Hope,RT @hughhewitt: Thanks Don. I believe that was a 2004 (maybe 2008). @Radioblogger?  The agenda is remarkably stable because we know what wo…,https://pbs.twimg.com/profile_images/776247057216483329/L8DA_6ID_normal.jpg,4591
815,Susan King,RT @thehill: Journalists criticize Trump for sharing image that appears to show blood and CNN logo on Trump's shoe https://t.co/8av5yiFTeh…,https://pbs.twimg.com/profile_images/972338584/avatar_normal.jpg,4581
1088,Susan King,"RT @thehill: Dem lawmaker: Trump tweets attacking FBI a ""gift"" to Mueller
https://t.co/wYQ6TgsFaJ https://t.co/M06IoeS1zV",https://pbs.twimg.com/profile_images/972338584/avatar_normal.jpg,4581
420,Susan King,RT @kylegriffin1: More than 4 in 5 Americans who enrolled in Obamacare this year are from states Trump won. https://t.co/fCFmZKzdb3,https://pbs.twimg.com/profile_images/972338584/avatar_normal.jpg,4581
566,Susan King,"RT @thehill: Trump has spent almost one-third of his time in office at one of his properties
https://t.co/jynmtILnvE https://t.co/GnOo0yAPEw",https://pbs.twimg.com/profile_images/972338584/avatar_normal.jpg,4581
890,Theresa Travis,"RT @SidLabour: Trump gets slapped down by Pope Francis

“Merry Christmas, USA”

🎶Come Together, right now🎶
.
. https://t.co/5gnOv45oBr",https://pbs.twimg.com/profile_images/937273168032493568/fqcUnSKg_normal.jpg,4366
921,Grace Findley,"RT @Stonekettle: I told you this cadaverous old fuck would start a war. 

That's what he does. That's his whole life. Sending your kids int…",https://pbs.twimg.com/profile_images/927719906300366848/bubDWE6s_normal.jpg,4312
200,Elizabeth West,"RT @ProudResister: Nazis &amp; KKK are NOT “very fine people.”

NFL Players are NOT “sons of bitches.”

Mexicans are NOT “rapists &amp; drug dealer…",https://pbs.twimg.com/profile_images/945086093870825472/WXEZqCmw_normal.jpg,4279
708,The Tattered Remnant,"This Mans name is TIM SCOTT !
Not ""BLACK GOP SENATOR""
How pathetic and shallow the box the left lives in must be. https://t.co/XGEnohYVBw",https://pbs.twimg.com/profile_images/932463276360978433/lvzwZmCX_normal.jpg,4261
1117,Loraine,"Liberals aren't just against @POTUS Trump.
Liberals are against a Successful, Strong, Sovereign America.
Liberals w… https://t.co/abQkFeA4PG",https://pbs.twimg.com/profile_images/904496742615453697/RV8VDOPb_normal.jpg,4258
998,Ga 4 Trump 2020,#FreeJulianAssange Free #JulianAssange NOW https://t.co/4ZJ6dA6JQr,https://pbs.twimg.com/profile_images/941078743119839237/AC0c0nL9_normal.jpg,4231
1083,Rhonda Stroud,RT @Thomas1774Paine: ICYMI // Wife of Spy Firm Founder Bragged Fusion GPS Was Paid to Fabricate the Entire Russia Trump Scandal; House Inve…,https://pbs.twimg.com/profile_images/871303185671106562/y7EXHIb3_normal.jpg,4189
225,Rhonda Stroud,RT @kylie_oneil75: PAYBACK: Nikki Haley and Trump Give United Nations a Giant Lump of Coal on Christmas Eve; USA Cuts U.N. Budget https://t…,https://pbs.twimg.com/profile_images/871303185671106562/y7EXHIb3_normal.jpg,4189
297,sue willson,"RT @KremlinTrolls: ==&gt; @UN votes resoundingly to reject Trump's recognition of Jerusalem as capital

==&gt; @realDonaldTrump  #TreasonWeasel…",https://pbs.twimg.com/profile_images/731932173410803712/AbZKeYCE_normal.jpg,4134
629,Apryl smith,RT @natureskid: Trump’s IRS Chief Snuck Through With a Unanimous Vote in a Private Room Just off the Senate Floor https://t.co/8obD0JQGs0,https://pbs.twimg.com/profile_images/942239933032304644/pSNzdbkL_normal.jpg,4114
572,Apryl smith,@SenFeinstein @SenSchumer @repjohnlewis @SenKamalaHarris @CoryBooker @tedlieu @amjoyshow @maddow @chrislhayes https://t.co/PAShgtZcCj,https://pbs.twimg.com/profile_images/942239933032304644/pSNzdbkL_normal.jpg,4114
1111,Patti,RT @bgood12345: 🚨👊PAYBACK: Nikki Haley and Trump Give United Nations a Giant Lump of Coal on Christmas Eve; USA Cuts U.N. Budget👊 🎄🎁Merry C…,https://pbs.twimg.com/profile_images/832971071888371712/YPOZB0jb_normal.jpg,4109
353,Patti,"RT @SandraTXAS: #ImNotAshamedToAdmit that it is madness to send American money to countries who burn our flag. #RandPaul 

and #MerryChrist…",https://pbs.twimg.com/profile_images/832971071888371712/YPOZB0jb_normal.jpg,4109
8,Patti,"RT @MICHELL59952525: 🇺🇸#WeThePeople Love @POTUS &amp; #NikkiHaley
 #christmaspresents 
#winning 
#MAGAChristmas https://t.co/WNdvaZ25IY",https://pbs.twimg.com/profile_images/832971071888371712/YPOZB0jb_normal.jpg,4109
516,Deplored Warrior,"RT @EricTrump: Trump #LosAngeles 
@TrumpGolfLA https://t.co/CpeLTW7poc",https://pbs.twimg.com/profile_images/941128595778314240/LBBEYM_6_normal.jpg,4084
716,DerBerliner 🇩🇪🇺🇸,"RT @bazonline: Die allermeisten medialen Kommentatoren würden sich eher die Zunge abbeissen, als anzuerkennen, dass Donald Trump etwas rich…",https://pbs.twimg.com/profile_images/777229849270378496/iAEFjO5P_normal.jpg,4023
683,I M Rude,"RT @WimVanAalst: AMAZING TRUMP PROPHESY.... 

TWO TERMS, FOLKS!

""Impeach Impeach, they will scream, but nay...""

https://t.co/1LyudzqW6c",https://pbs.twimg.com/profile_images/1934385786/Walk_175_02_normal.jpg,3985
